date,store,product,category,quantity_sold,price_per_unit,discount_applied,total_sales,returned
2023-05-09,San Diego,Boy Bawang,Snacks,3,9.64,0.0,28.92,0
2023-06-02,Cerritos,Vinegar,Condiments,5,4.85,0.0,24.25,0
2023-09-02,Cerritos,Soy Sauce,Condiments,5,14.37,1.44,71.85,0
2023-02-27,Cerritos,Tocino,Frozen Goods,1,4.61,0.0,4.61,0
2023-11-28,Las Vegas,Chippy,Snacks,2,7.39,0.0,14.78,0
2023-04-26,Cerritos,Boy Bawang,Snacks,2,2.12,0.0,4.24,0
2023-03-16,San Diego,Boy Bawang,Snacks,4,9.91,0.99,39.64,0
2023-11-16,Las Vegas,Pandesal,Dry Goods,4,8.48,0.0,33.92,0
2023-06-11,Cerritos,Longganisa,Frozen Goods,3,1.61,0.0,4.83,0
2023-01-22,San Diego,Dried Fish,Dry Goods,5,10.42,0.0,52.1,0
2023-12-30,Las Vegas,Longganisa,Frozen Goods,7,9.15,0.0,64.05,0
2023-01-28,San Diego,Instant Noodles,Dry Goods,3,7.03,0.0,21.09,0
2023-12-20,Las Vegas,Chippy,Snacks,2,10.04,0.0,20.08,0
2023-12-18,Cerritos,Banana Ketchup,Condiments,1,5.36,0.0,5.36,0
2023-12-17,Cerritos,Polvoron,Snacks,3,10.64,0.0,31.92,0
2023-04-23,San Diego,Pandesal,Dry Goods,0,8.08,1.21,0.0,0
2023-07-04,Las Vegas,Polvoron,Snacks,0,1.43,0.0,0.0,0
2023-01-27,Cerritos,Soy Sauce,Condiments,0,11.59,0.0,0.0,0
2023-09-21,Cerritos,Longganisa,Frozen Goods,3,13.44,0.0,40.32,0
2023-10-13,Las Vegas,SkyFlakes,Snacks,4,5.77,0.0,23.08,0
2023-09-02,Las Vegas,Instant Noodles,Dry Goods,5,4.63,0.0,23.15,0
2023-01-02,Cerritos,Instant Noodles,Dry Goods,4,9.13,0.0,36.52,0
2023-11-15,Cerritos,Dried Fish,Dry Goods,6,9.69,0.0,58.14,0
2023-03-13,Cerritos,Polvoron,Snacks,0,7.66,0.0,0.0,0
2023-03-08,San Diego,Tocino,Frozen Goods,5,12.07,0.0,60.35,0
2023-06-18,Cerritos,Boy Bawang,Snacks,3,7.48,1.12,22.44,0
2023-05-06,Las Vegas,Boy Bawang,Snacks,4,11.67,0.0,46.68,0
2023-07-14,San Diego,Tocino,Frozen Goods,7,14.38,0.0,100.66,0
2023-07-01,Las Vegas,Instant Noodles,Dry Goods,4,13.37,0.0,53.48,0
2023-12-13,San Diego,Chippy,Snacks,2,7.68,0.0,15.36,0
2023-10-05,San Diego,Frozen Lumpia,Frozen Goods,2,6.02,0.6,12.04,0
2023-01-16,Las Vegas,Banana Ketchup,Condiments,2,14.97,0.0,29.94,0
2023-05-21,San Diego,Frozen Lumpia,Frozen Goods,1,11.33,1.13,11.33,0
2023-08-03,San Diego,Pandesal,Dry Goods,4,12.84,0.0,51.36,0
2023-10-24,Las Vegas,Chippy,Snacks,1,6.71,0.0,6.71,0
2023-08-19,Las Vegas,Instant Noodles,Dry Goods,1,12.32,1.23,12.32,0
2023-01-03,Las Vegas,Vinegar,Condiments,3,8.01,0.4,24.03,0
2023-11-20,San Diego,Bagoong,Condiments,1,6.64,0.0,6.64,0
2023-11-19,Cerritos,Bagoong,Condiments,5,7.67,0.0,38.35,0
2023-07-13,Las Vegas,Chippy,Snacks,4,13.44,0.0,53.76,0
2023-02-24,Las Vegas,SkyFlakes,Snacks,2,10.56,0.0,21.12,0
2023-08-30,Cerritos,Longganisa,Frozen Goods,4,11.85,0.0,47.4,0
2023-09-14,San Diego,Vinegar,Condiments,1,9.81,0.0,9.81,0
2023-04-14,San Diego,Chippy,Snacks,1,8.16,0.0,8.16,0
2023-01-30,Cerritos,Pandesal,Dry Goods,1,12.75,0.0,12.75,0
2023-11-29,Las Vegas,Soy Sauce,Condiments,2,6.04,0.0,12.08,0
2023-10-10,San Diego,Boy Bawang,Snacks,5,14.5,0.0,72.5,0
2023-04-03,Las Vegas,Tocino,Frozen Goods,4,3.34,0.17,13.36,0
2023-09-18,San Diego,Rice,Dry Goods,5,11.95,0.0,59.75,0
2023-09-03,Las Vegas,Banana Ketchup,Condiments,4,3.92,0.0,15.68,0
2023-08-08,Cerritos,Soy Sauce,Condiments,1,6.83,0.68,6.83,0
2023-06-20,Cerritos,Longganisa,Frozen Goods,4,10.49,0.0,41.96,0
2023-10-28,Cerritos,Tocino,Frozen Goods,3,10.03,0.0,30.09,0
2023-06-11,Cerritos,Ube Ice Cream,Frozen Goods,3,1.81,0.0,5.43,0
2023-02-02,Cerritos,Pandesal,Dry Goods,2,6.31,0.0,12.62,0
2023-06-21,San Diego,Banana Ketchup,Condiments,2,6.66,0.0,13.32,0
2023-08-03,San Diego,Pandesal,Dry Goods,0,7.5,1.12,0.0,0
2023-10-28,Las Vegas,SkyFlakes,Snacks,6,1.24,0.06,7.44,0
2023-08-05,Cerritos,Chippy,Snacks,1,1.25,0.0,1.25,0
2023-09-08,Las Vegas,Dried Fish,Dry Goods,3,5.2,0.0,15.6,0
2023-12-21,Cerritos,Soy Sauce,Condiments,1,13.58,0.68,13.58,0
2023-05-11,Cerritos,Polvoron,Snacks,3,4.2,0.0,12.6,0
2023-04-21,Cerritos,Tocino,Frozen Goods,2,14.41,1.44,28.82,0
2023-01-07,Cerritos,Chippy,Snacks,3,6.12,0.0,18.36,0
2023-07-06,Cerritos,Longganisa,Frozen Goods,3,3.06,0.31,9.18,0
2023-09-04,Las Vegas,Vinegar,Condiments,3,13.84,0.0,41.52,0
2023-05-27,San Diego,Vinegar,Condiments,2,3.06,0.0,6.12,0
2023-01-23,San Diego,Tocino,Frozen Goods,3,4.39,0.0,13.17,0
2023-03-20,San Diego,Soy Sauce,Condiments,1,12.3,0.0,12.3,0
2023-06-15,San Diego,Ube Ice Cream,Frozen Goods,1,3.32,0.0,3.32,0
2023-02-14,San Diego,SkyFlakes,Snacks,1,14.74,0.74,14.74,0
2023-05-17,Las Vegas,Tocino,Frozen Goods,2,14.32,2.15,28.64,0
2023-12-30,San Diego,Pandesal,Dry Goods,4,2.02,0.0,8.08,1
2023-10-13,San Diego,Vinegar,Condiments,7,3.26,0.0,22.82,0
2023-09-30,Las Vegas,Soy Sauce,Condiments,3,8.91,0.45,26.73,0
2023-12-01,Cerritos,Rice,Dry Goods,0,1.13,0.0,0.0,0
2023-01-22,San Diego,Soy Sauce,Condiments,2,5.5,0.55,11.0,0
2023-05-12,Las Vegas,Chippy,Snacks,1,1.41,0.0,1.41,0
2023-01-03,Cerritos,Vinegar,Condiments,1,6.57,0.66,6.57,1
2023-10-24,Las Vegas,Instant Noodles,Dry Goods,0,11.65,0.0,0.0,0
2023-10-01,San Diego,Banana Ketchup,Condiments,6,8.9,0.0,53.4,0
2023-08-06,Cerritos,Longganisa,Frozen Goods,1,13.86,0.0,13.86,0
2023-11-21,Las Vegas,Polvoron,Snacks,1,1.5,0.0,1.5,0
2023-02-08,San Diego,Soy Sauce,Condiments,4,8.23,0.41,32.92,0
2023-04-08,San Diego,Bagoong,Condiments,6,7.97,0.0,47.82,0
2023-04-18,San Diego,Rice,Dry Goods,3,2.0,0.0,6.0,0
2023-05-22,Las Vegas,Boy Bawang,Snacks,4,10.71,0.54,42.84,0
2023-10-15,San Diego,Pandesal,Dry Goods,3,6.95,0.0,20.85,0
2023-01-30,San Diego,Chippy,Snacks,1,6.83,0.0,6.83,0
2023-06-28,Las Vegas,Frozen Lumpia,Frozen Goods,3,4.23,0.0,12.69,0
2023-09-23,Las Vegas,Boy Bawang,Snacks,5,5.24,0.0,26.2,0
2023-02-21,Las Vegas,Rice,Dry Goods,3,12.29,1.84,36.87,0
2023-04-17,San Diego,Bagoong,Condiments,3,8.62,0.43,25.86,0
2023-11-20,Las Vegas,SkyFlakes,Snacks,3,4.71,0.0,14.13,0
2023-01-30,Las Vegas,Instant Noodles,Dry Goods,3,8.12,0.0,24.36,0
2023-02-12,Cerritos,Dried Fish,Dry Goods,8,12.3,0.0,98.4,0
2023-07-19,Las Vegas,Polvoron,Snacks,7,6.33,0.0,44.31,0
2023-05-17,San Diego,Rice,Dry Goods,2,12.75,0.0,25.5,0
2023-06-18,San Diego,Longganisa,Frozen Goods,5,14.54,0.0,72.7,0
2023-04-15,San Diego,Pandesal,Dry Goods,4,6.55,0.0,26.2,0
2023-12-18,Cerritos,Rice,Dry Goods,1,5.06,0.51,5.06,0
2023-09-05,Las Vegas,Banana Ketchup,Condiments,6,10.44,0.0,62.64,0
2023-06-15,Cerritos,Longganisa,Frozen Goods,2,9.7,0.0,19.4,0
2023-04-09,San Diego,Vinegar,Condiments,1,11.97,0.0,11.97,0
2023-11-14,San Diego,Rice,Dry Goods,2,6.23,0.62,12.46,0
2023-10-28,Cerritos,Pandesal,Dry Goods,3,11.51,0.0,34.53,0
2023-03-29,San Diego,Banana Ketchup,Condiments,3,8.26,0.0,24.78,0
2023-04-21,San Diego,Banana Ketchup,Condiments,1,11.33,0.57,11.33,0
2023-07-02,Las Vegas,Soy Sauce,Condiments,2,3.87,0.0,7.74,0
2023-08-11,Cerritos,Instant Noodles,Dry Goods,4,2.06,0.31,8.24,0
2023-05-02,San Diego,Instant Noodles,Dry Goods,2,10.08,0.0,20.16,0
2023-09-26,Las Vegas,Dried Fish,Dry Goods,5,4.8,0.0,24.0,0
2023-09-06,Cerritos,Ube Ice Cream,Frozen Goods,2,14.23,0.71,28.46,0
2023-04-28,Cerritos,Tocino,Frozen Goods,4,1.22,0.0,4.88,0
2023-05-08,Cerritos,SkyFlakes,Snacks,4,10.41,1.56,41.64,0
2023-02-14,Cerritos,Bagoong,Condiments,0,7.07,0.0,0.0,0
2023-04-04,Las Vegas,Rice,Dry Goods,3,11.13,0.0,33.39,0
2023-01-18,Cerritos,Frozen Lumpia,Frozen Goods,4,3.79,0.38,15.16,0
2023-02-24,Cerritos,Soy Sauce,Condiments,0,4.48,0.0,0.0,0
2023-06-17,Las Vegas,Dried Fish,Dry Goods,1,7.43,0.37,7.43,0
2023-01-10,Las Vegas,Boy Bawang,Snacks,3,12.27,1.23,36.81,0
2023-12-27,Las Vegas,Vinegar,Condiments,4,8.3,0.0,33.2,0
2023-04-10,Las Vegas,Polvoron,Snacks,4,13.53,0.0,54.12,0
2023-04-25,San Diego,SkyFlakes,Snacks,4,7.2,0.0,28.8,0
2023-01-10,Las Vegas,Pandesal,Dry Goods,2,7.21,0.0,14.42,0
2023-02-22,San Diego,Tocino,Frozen Goods,1,7.88,0.79,7.88,0
2023-02-25,San Diego,Bagoong,Condiments,4,3.25,0.0,13.0,0
2023-11-22,San Diego,Pandesal,Dry Goods,4,5.05,0.0,20.2,0
2023-12-31,San Diego,Pandesal,Dry Goods,3,12.6,0.63,37.8,0
2023-10-03,San Diego,Instant Noodles,Dry Goods,5,13.27,0.0,66.35,0
2023-06-26,San Diego,Pandesal,Dry Goods,3,10.48,1.05,31.44,0
2023-12-22,Las Vegas,Soy Sauce,Condiments,3,10.43,0.0,31.29,0
2023-12-06,Cerritos,Pandesal,Dry Goods,1,3.31,0.0,3.31,0
2023-05-13,Cerritos,SkyFlakes,Snacks,3,1.27,0.0,3.81,0
2023-10-24,Cerritos,Frozen Lumpia,Frozen Goods,2,4.11,0.0,8.22,0
2023-03-24,San Diego,Ube Ice Cream,Frozen Goods,1,6.47,0.0,6.47,0
2023-09-04,Cerritos,Tocino,Frozen Goods,5,10.75,0.54,53.75,0
2023-04-02,San Diego,SkyFlakes,Snacks,5,9.48,0.0,47.4,0
2023-06-03,Las Vegas,Soy Sauce,Condiments,2,6.49,0.65,12.98,0
2023-11-21,Las Vegas,Chippy,Snacks,2,12.1,0.0,24.2,0
2023-10-10,Las Vegas,Banana Ketchup,Condiments,4,11.13,0.0,44.52,0
2023-07-14,San Diego,Dried Fish,Dry Goods,5,3.57,0.36,17.85,0
2023-01-02,Cerritos,Pandesal,Dry Goods,1,6.43,0.64,6.43,0
2023-06-06,San Diego,Bagoong,Condiments,1,13.28,0.0,13.28,0
2023-12-30,Las Vegas,Vinegar,Condiments,2,2.04,0.0,4.08,0
2023-05-16,Las Vegas,Banana Ketchup,Condiments,4,5.91,0.0,23.64,0
2023-01-02,Cerritos,Chippy,Snacks,5,4.05,0.0,20.25,0
2023-06-29,Cerritos,Banana Ketchup,Condiments,0,12.26,0.61,0.0,0
2023-11-14,San Diego,Dried Fish,Dry Goods,2,11.95,0.6,23.9,0
2023-08-25,Cerritos,Frozen Lumpia,Frozen Goods,2,9.69,0.48,19.38,0
2023-03-05,Las Vegas,Frozen Lumpia,Frozen Goods,6,13.45,0.0,80.7,0
2023-05-30,Cerritos,Tocino,Frozen Goods,3,3.83,0.0,11.49,0
2023-10-09,Las Vegas,Bagoong,Condiments,3,3.63,0.0,10.89,0
2023-05-26,Las Vegas,SkyFlakes,Snacks,4,10.69,0.0,42.76,0
2023-09-20,San Diego,Chippy,Snacks,3,10.72,0.0,32.16,0
2023-03-14,Cerritos,Rice,Dry Goods,5,2.24,0.0,11.2,0
2023-04-19,Cerritos,Pandesal,Dry Goods,1,4.63,0.0,4.63,0
2023-01-19,San Diego,Dried Fish,Dry Goods,2,10.34,0.0,20.68,0
2023-02-11,San Diego,Vinegar,Condiments,6,9.07,0.0,54.42,0
2023-08-20,San Diego,SkyFlakes,Snacks,6,1.56,0.0,9.36,0
2023-03-28,San Diego,Boy Bawang,Snacks,0,6.05,0.3,0.0,0
2023-10-16,San Diego,Frozen Lumpia,Frozen Goods,2,1.2,0.06,2.4,0
2023-10-30,San Diego,Longganisa,Frozen Goods,1,12.72,0.0,12.72,0
2023-09-24,Cerritos,Soy Sauce,Condiments,7,6.45,0.0,45.15,0
2023-02-20,San Diego,Chippy,Snacks,4,14.94,2.24,59.76,0
2023-01-06,Cerritos,Banana Ketchup,Condiments,3,7.37,0.0,22.11,0
2023-12-23,Las Vegas,SkyFlakes,Snacks,3,10.67,0.0,32.01,0
2023-04-20,Las Vegas,Pandesal,Dry Goods,1,9.9,0.0,9.9,0
2023-03-27,Las Vegas,Instant Noodles,Dry Goods,4,1.27,0.06,5.08,0
2023-06-09,Las Vegas,Tocino,Frozen Goods,6,3.15,0.0,18.9,0
2023-11-01,San Diego,Ube Ice Cream,Frozen Goods,4,1.44,0.0,5.76,0
2023-10-10,Las Vegas,Longganisa,Frozen Goods,7,11.32,0.0,79.24,0
2023-04-19,Las Vegas,Rice,Dry Goods,1,13.56,0.0,13.56,0
2023-07-08,San Diego,SkyFlakes,Snacks,2,5.69,0.0,11.38,0
2023-05-09,Las Vegas,Vinegar,Condiments,4,1.99,0.0,7.96,0
2023-06-09,Las Vegas,SkyFlakes,Snacks,2,3.34,0.0,6.68,0
2023-08-25,San Diego,SkyFlakes,Snacks,5,5.19,0.0,25.95,0
2023-03-17,Las Vegas,Dried Fish,Dry Goods,3,3.95,0.4,11.85,0
2023-06-20,Cerritos,Ube Ice Cream,Frozen Goods,2,2.16,0.0,4.32,0
2023-04-17,Las Vegas,Pandesal,Dry Goods,3,8.08,0.0,24.24,0
2023-03-21,Las Vegas,Bagoong,Condiments,2,7.43,0.0,14.86,0
2023-12-02,Las Vegas,Vinegar,Condiments,1,7.42,0.37,7.42,0
2023-12-26,San Diego,Polvoron,Snacks,8,3.73,0.0,29.84,0
2023-09-21,Cerritos,Ube Ice Cream,Frozen Goods,5,5.6,0.0,28.0,0
2023-01-14,San Diego,Instant Noodles,Dry Goods,1,14.32,0.0,14.32,0
2023-03-05,Cerritos,Rice,Dry Goods,3,8.74,0.0,26.22,0
2023-11-16,Las Vegas,Tocino,Frozen Goods,2,4.9,0.0,9.8,0
2023-06-13,San Diego,Soy Sauce,Condiments,5,6.24,0.31,31.2,0
2023-01-11,Las Vegas,SkyFlakes,Snacks,1,12.83,0.64,12.83,0
2023-01-27,Cerritos,Boy Bawang,Snacks,2,13.24,0.0,26.48,0
2023-03-14,Las Vegas,Polvoron,Snacks,0,13.19,0.66,0.0,0
2023-01-13,San Diego,Tocino,Frozen Goods,3,2.31,0.0,6.93,0
2023-12-02,Las Vegas,SkyFlakes,Snacks,0,5.08,0.0,0.0,0
2023-06-16,San Diego,Vinegar,Condiments,4,7.82,0.0,31.28,0
2023-11-08,Las Vegas,Polvoron,Snacks,4,1.43,0.0,5.72,0
2023-05-19,Cerritos,Bagoong,Condiments,5,1.49,0.0,7.45,0
2023-12-29,Cerritos,Instant Noodles,Dry Goods,2,7.29,0.0,14.58,0
2023-10-05,Las Vegas,Bagoong,Condiments,2,4.93,0.0,9.86,0
2023-03-15,San Diego,Vinegar,Condiments,3,11.82,0.0,35.46,0
2023-07-02,Cerritos,Polvoron,Snacks,3,1.27,0.13,3.81,0
2023-04-02,San Diego,Chippy,Snacks,3,14.46,0.0,43.38,0
2023-05-16,San Diego,Dried Fish,Dry Goods,3,12.87,1.29,38.61,0
2023-06-03,Las Vegas,Polvoron,Snacks,4,11.02,0.55,44.08,0
2023-01-28,Las Vegas,Polvoron,Snacks,3,7.2,0.0,21.6,0
2023-12-09,Las Vegas,Polvoron,Snacks,5,2.29,0.0,11.45,0
2023-12-12,Cerritos,Ube Ice Cream,Frozen Goods,3,4.45,0.0,13.35,0
2023-08-11,San Diego,Vinegar,Condiments,6,1.1,0.0,6.6,0
2023-01-03,Las Vegas,Vinegar,Condiments,5,10.67,0.0,53.35,0
2023-10-24,San Diego,Tocino,Frozen Goods,2,12.63,0.0,25.26,0
2023-03-29,Las Vegas,Rice,Dry Goods,3,9.35,0.0,28.05,0
2023-06-08,Las Vegas,Polvoron,Snacks,3,11.26,0.0,33.78,0
2023-03-23,Las Vegas,Vinegar,Condiments,5,1.15,0.12,5.75,0
2023-07-24,San Diego,Soy Sauce,Condiments,2,2.66,0.4,5.32,0
2023-09-28,Cerritos,Ube Ice Cream,Frozen Goods,1,11.34,0.0,11.34,0
2023-11-28,Cerritos,Soy Sauce,Condiments,2,8.95,0.0,17.9,0
2023-07-13,San Diego,SkyFlakes,Snacks,5,1.7,0.0,8.5,0
2023-11-21,Las Vegas,Ube Ice Cream,Frozen Goods,3,9.09,0.0,27.27,0
2023-03-09,Las Vegas,Frozen Lumpia,Frozen Goods,4,5.59,0.0,22.36,0
2023-02-08,Cerritos,Bagoong,Condiments,3,6.33,0.63,18.99,0
2023-09-04,San Diego,SkyFlakes,Snacks,4,14.07,0.0,56.28,0
2023-02-01,San Diego,Bagoong,Condiments,0,7.66,0.0,0.0,0
2023-12-25,Cerritos,Longganisa,Frozen Goods,4,6.85,0.0,27.4,0
2023-02-17,Las Vegas,Chippy,Snacks,2,5.97,0.0,11.94,0
2023-07-26,Las Vegas,Polvoron,Snacks,4,2.48,0.0,9.92,0
2023-01-30,Cerritos,Polvoron,Snacks,2,6.53,0.0,13.06,0
2023-04-09,San Diego,Chippy,Snacks,1,6.87,0.0,6.87,0
2023-04-06,Cerritos,Longganisa,Frozen Goods,3,14.41,0.0,43.23,0
2023-06-14,Cerritos,Dried Fish,Dry Goods,7,7.0,0.35,49.0,0
2023-06-26,San Diego,Boy Bawang,Snacks,4,6.31,0.63,25.24,0
2023-02-26,Cerritos,Pandesal,Dry Goods,4,5.55,0.0,22.2,0
2023-05-14,Las Vegas,Dried Fish,Dry Goods,0,14.7,2.2,0.0,0
2023-08-06,San Diego,Polvoron,Snacks,6,4.72,0.71,28.32,0
2023-01-21,San Diego,SkyFlakes,Snacks,3,14.14,0.0,42.42,0
2023-03-02,Las Vegas,Banana Ketchup,Condiments,2,6.84,0.0,13.68,0
2023-05-11,Las Vegas,Soy Sauce,Condiments,3,6.5,0.0,19.5,0
2023-10-07,Cerritos,Soy Sauce,Condiments,3,1.33,0.13,3.99,0
2023-11-09,Las Vegas,Soy Sauce,Condiments,1,13.16,1.32,13.16,0
2023-07-15,Cerritos,Frozen Lumpia,Frozen Goods,1,9.04,0.0,9.04,0
2023-01-12,Cerritos,Soy Sauce,Condiments,1,12.02,0.0,12.02,0
2023-04-06,Las Vegas,Ube Ice Cream,Frozen Goods,4,10.93,0.0,43.72,0
2023-11-14,Cerritos,Vinegar,Condiments,2,6.97,0.7,13.94,0
2023-09-28,Las Vegas,Instant Noodles,Dry Goods,2,14.03,0.0,28.06,0
2023-05-17,Cerritos,Ube Ice Cream,Frozen Goods,2,3.96,0.2,7.92,0
2023-04-06,Las Vegas,Pandesal,Dry Goods,3,8.42,0.0,25.26,0
2023-03-26,Cerritos,Instant Noodles,Dry Goods,3,4.75,0.0,14.25,0
2023-11-14,Las Vegas,Bagoong,Condiments,1,1.49,0.0,1.49,0
2023-11-13,San Diego,Pandesal,Dry Goods,2,13.41,1.34,26.82,0
2023-06-30,Cerritos,Tocino,Frozen Goods,2,10.41,1.04,20.82,0
2023-12-22,San Diego,Rice,Dry Goods,3,6.05,0.0,18.15,0
2023-05-26,San Diego,Banana Ketchup,Condiments,2,14.84,2.23,29.68,0
2023-12-09,Cerritos,Instant Noodles,Dry Goods,4,9.67,0.0,38.68,0
2023-07-20,Cerritos,Chippy,Snacks,3,14.08,0.0,42.24,0
2023-06-15,San Diego,Longganisa,Frozen Goods,2,12.46,0.0,24.92,0
2023-10-29,Las Vegas,Soy Sauce,Condiments,3,4.54,0.45,13.62,0
2023-12-30,San Diego,Frozen Lumpia,Frozen Goods,4,10.47,0.0,41.88,0
2023-12-04,Las Vegas,Instant Noodles,Dry Goods,3,11.76,0.0,35.28,0
2023-09-27,Las Vegas,Polvoron,Snacks,3,1.84,0.0,5.52,0
2023-07-21,Cerritos,Rice,Dry Goods,1,11.28,0.0,11.28,0
2023-03-03,Las Vegas,Vinegar,Condiments,3,2.14,0.0,6.42,0
2023-06-14,Las Vegas,Pandesal,Dry Goods,3,5.14,0.0,15.42,0
2023-08-24,Las Vegas,SkyFlakes,Snacks,1,9.08,0.0,9.08,0
2023-10-21,San Diego,Instant Noodles,Dry Goods,1,9.41,0.0,9.41,0
2023-01-05,Las Vegas,Longganisa,Frozen Goods,2,5.11,0.0,10.22,0
2023-10-27,Cerritos,Longganisa,Frozen Goods,6,4.81,0.0,28.86,0
2023-03-06,San Diego,Ube Ice Cream,Frozen Goods,2,11.2,0.0,22.4,0
2023-12-17,Cerritos,Tocino,Frozen Goods,2,2.32,0.23,4.64,0
2023-01-17,Cerritos,Banana Ketchup,Condiments,2,11.21,0.56,22.42,0
2023-04-02,Cerritos,Soy Sauce,Condiments,0,10.97,0.0,0.0,0
2023-09-11,Cerritos,Soy Sauce,Condiments,0,8.56,0.86,0.0,0
2023-05-24,San Diego,Boy Bawang,Snacks,2,8.68,0.0,17.36,0
2023-04-07,San Diego,Rice,Dry Goods,2,5.41,0.0,10.82,0
2023-06-16,Las Vegas,Rice,Dry Goods,7,5.28,0.0,36.96,0
2023-12-19,Las Vegas,Rice,Dry Goods,2,9.85,0.0,19.7,0
2023-07-30,San Diego,Pandesal,Dry Goods,7,1.36,0.0,9.52,0
2023-10-27,Las Vegas,Longganisa,Frozen Goods,3,14.49,0.0,43.47,0
2023-10-23,Las Vegas,Frozen Lumpia,Frozen Goods,2,1.8,0.0,3.6,0
2023-09-26,San Diego,Tocino,Frozen Goods,4,7.97,0.0,31.88,0
2023-06-17,Las Vegas,Polvoron,Snacks,6,9.97,0.0,59.82,0
2023-11-07,Las Vegas,Pandesal,Dry Goods,4,5.42,0.0,21.68,0
2023-05-10,Cerritos,Instant Noodles,Dry Goods,4,7.36,0.0,29.44,0
2023-11-03,Las Vegas,Boy Bawang,Snacks,1,9.18,1.38,9.18,0
2023-01-28,San Diego,Tocino,Frozen Goods,1,8.08,0.0,8.08,0
2023-01-04,Las Vegas,SkyFlakes,Snacks,4,13.37,0.0,53.48,0
2023-10-26,San Diego,Bagoong,Condiments,3,12.39,1.24,37.17,0
2023-07-20,San Diego,Polvoron,Snacks,3,9.14,0.0,27.42,0
2023-09-25,Cerritos,Bagoong,Condiments,1,3.28,0.16,3.28,0
2023-11-19,Las Vegas,Dried Fish,Dry Goods,1,9.33,0.93,9.33,0
2023-09-18,Las Vegas,Tocino,Frozen Goods,3,8.92,0.89,26.76,0
2023-07-12,Cerritos,Vinegar,Condiments,1,3.12,0.0,3.12,0
2023-12-04,Las Vegas,SkyFlakes,Snacks,3,12.6,0.0,37.8,0
2023-05-18,Las Vegas,Boy Bawang,Snacks,5,13.25,1.99,66.25,0
2023-12-22,San Diego,Vinegar,Condiments,1,6.68,0.0,6.68,0
2023-10-01,San Diego,Soy Sauce,Condiments,5,14.76,0.0,73.8,0
2023-01-24,San Diego,Polvoron,Snacks,1,7.16,0.0,7.16,0
2023-08-09,Cerritos,Longganisa,Frozen Goods,1,13.63,0.0,13.63,0
2023-07-29,Las Vegas,Vinegar,Condiments,1,12.49,1.25,12.49,0
2023-01-15,Las Vegas,Rice,Dry Goods,6,6.8,1.02,40.8,0
2023-10-04,Las Vegas,Soy Sauce,Condiments,3,3.59,0.0,10.77,0
2023-04-10,Cerritos,Boy Bawang,Snacks,4,7.19,0.0,28.76,0
2023-05-19,San Diego,Frozen Lumpia,Frozen Goods,2,6.57,0.0,13.14,0
2023-10-31,Las Vegas,Vinegar,Condiments,2,8.08,0.0,16.16,0
2023-12-06,Cerritos,Longganisa,Frozen Goods,5,2.37,0.0,11.85,0
2023-12-04,Las Vegas,Tocino,Frozen Goods,2,14.24,1.42,28.48,0
2023-06-03,San Diego,Ube Ice Cream,Frozen Goods,1,2.78,0.0,2.78,0
2023-08-27,San Diego,Frozen Lumpia,Frozen Goods,5,6.35,0.0,31.75,0
2023-10-08,Cerritos,Ube Ice Cream,Frozen Goods,0,10.39,0.0,0.0,0
2023-07-22,Cerritos,Boy Bawang,Snacks,2,5.7,0.0,11.4,0
2023-12-14,Las Vegas,Instant Noodles,Dry Goods,5,2.36,0.0,11.8,0
2023-12-28,Las Vegas,Dried Fish,Dry Goods,4,4.93,0.0,19.72,0
2023-07-23,Las Vegas,Banana Ketchup,Condiments,4,6.59,0.0,26.36,0
2023-12-03,Las Vegas,Ube Ice Cream,Frozen Goods,2,11.23,0.0,22.46,0
2023-06-18,San Diego,Banana Ketchup,Condiments,3,10.69,0.0,32.07,0
2023-09-09,Cerritos,Chippy,Snacks,4,10.46,0.0,41.84,0
2023-04-23,San Diego,Instant Noodles,Dry Goods,5,5.98,0.0,29.9,0
2023-05-04,San Diego,Bagoong,Condiments,4,7.6,0.0,30.4,0
2023-07-25,San Diego,Dried Fish,Dry Goods,2,5.97,0.3,11.94,0
2023-08-26,Las Vegas,Chippy,Snacks,5,7.83,0.0,39.15,0
2023-05-07,San Diego,Longganisa,Frozen Goods,3,1.09,0.0,3.27,0
2023-08-31,Cerritos,Boy Bawang,Snacks,1,9.19,0.92,9.19,0
2023-01-31,Cerritos,Pandesal,Dry Goods,1,9.76,0.0,9.76,0
2023-10-25,San Diego,Pandesal,Dry Goods,3,13.06,0.0,39.18,0
2023-01-18,Cerritos,Frozen Lumpia,Frozen Goods,6,4.76,0.0,28.56,0
2023-05-18,San Diego,Tocino,Frozen Goods,3,9.62,0.0,28.86,0
2023-08-05,Cerritos,Ube Ice Cream,Frozen Goods,2,4.97,0.0,9.94,0
2023-12-27,Cerritos,Chippy,Snacks,0,10.09,0.0,0.0,0
2023-07-29,Las Vegas,Bagoong,Condiments,1,3.15,0.32,3.15,0
2023-02-20,San Diego,Soy Sauce,Condiments,6,13.32,0.0,79.92,0
2023-09-29,San Diego,Boy Bawang,Snacks,3,13.03,0.0,39.09,0
2023-11-01,Las Vegas,Boy Bawang,Snacks,3,6.75,0.0,20.25,0
2023-10-06,Las Vegas,Dried Fish,Dry Goods,7,2.83,0.0,19.81,0
2023-02-01,Las Vegas,SkyFlakes,Snacks,3,6.98,0.0,20.94,0
